trip_id,segment_id,ts,seq,lat,lng,speed_mps,accel_mps2,jerk_mps3,odometer_m
1757737581_000008__1044704745,1757737581_000008,1757751304,0,40.777859,-73.945715,8.618,0.0,0.0,0.0
1757737581_000008__1044704745,1757737581_000008,1757751305,1,40.7779559,-73.9456452,10.378,1.76,1.76,12.27
1757737581_000008__1044704745,1757737581_000008,1757751306,2,40.7780531,-73.9455762,8.073,-2.305,-4.066,24.55
1757737581_000008__1044704745,1757737581_000008,1757751307,3,40.7781504,-73.9455073,9.197,1.124,3.429,36.82
1757737581_000008__1044704745,1757737581_000008,1757751308,4,40.7782468,-73.9454364,9.777,0.58,-0.543,49.09
1757737581_000008__1044704745,1757737581_000008,1757751309,5,40.7783432,-73.9453654,7.198,-2.578,-3.158,61.37
1757737581_000008__1044704745,1757737581_000008,1757751310,6,40.7784396,-73.9452943,10.214,3.016,5.594,73.64
1757737581_000008__1044704745,1757737581_000008,1757751311,7,40.7785365,-73.9452246,9.999,-0.215,-3.231,85.91
1757737581_000008__1044704745,1757737581_000008,1757751312,8,40.7786337,-73.9451555,4.91,-5.089,-4.874,98.19
1757737581_000008__1044704745,1757737581_000008,1757751313,9,40.7787305,-73.9450855,7.198,2.288,7.377,110.46
1757737581_000008__1044704745,1757737581_000008,1757751314,10,40.7788274,-73.9450155,11.457,4.259,1.971,122.73
1757737581_000008__1044704745,1757737581_000008,1757751315,11,40.7789242,-73.9449456,8.663,-2.794,-7.053,135.01
1757737581_000008__1044704745,1757737581_000008,1757751316,12,40.7790212,-73.944876,9.551,0.888,3.681,147.28
1757737581_000008__1044704745,1757737581_000008,1757751317,13,40.7791184,-73.944807,10.503,0.952,0.064,159.55
1757737581_000008__1044704745,1757737581_000008,1757751318,14,40.779165,-73.9447159,8.725,-1.778,-2.73,168.81
1757737581_000008__1044704745,1757737581_000008,1757751319,15,40.7791146,-73.9445862,11.089,2.365,4.143,181.08
1757737581_000008__1044704745,1757737581_000008,1757751320,16,40.7790595,-73.9444599,10.024,-1.066,-3.43,193.36
1757737581_000008__1044704745,1757737581_000008,1757751321,17,40.7790044,-73.9443335,9.463,-0.561,0.505,205.63
1757737581_000008__1044704745,1757737581_000008,1757751322,18,40.778951,-73.944206,9.526,0.063,0.623,217.9
1757737581_000021__1136227580,1757737581_000021,1757751341,0,40.883933,-74.007242,8.312,0.0,0.0,0.0
1757737581_000021__1136227580,1757737581_000021,1757751342,1,40.8840278,-74.0071724,8.354,0.042,0.042,12.06
1757737581_000021__1136227580,1757737581_000021,1757751343,2,40.8841253,-74.0071097,11.709,3.355,3.313,24.11
1757737581_000021__1136227580,1757737581_000021,1757751344,3,40.8842229,-74.007047,6.73,-4.979,-8.334,36.17
1757737581_000021__1136227580,1757737581_000021,1757751345,4,40.8842671,-74.0071676,9.703,2.973,7.952,47.45
1757737581_000021__1136227580,1757737581_000021,1757751346,5,40.8843078,-74.0073005,9.634,-0.069,-3.042,59.5
1757737581_000021__1136227580,1757737581_000021,1757751347,6,40.884373,-74.0072342,8.506,-1.128,-1.059,68.65
1757737581_000021__1136227580,1757737581_000021,1757751348,7,40.8844434,-74.0071251,8.31,-0.196,0.932,80.71
1757737581_000021__1136227580,1757737581_000021,1757751349,8,40.8845138,-74.007016,9.907,1.597,1.794,92.77
1757737581_000021__1136227580,1757737581_000021,1757751350,9,40.8845843,-74.006907,10.749,0.842,-0.755,104.82
1757737581_000021__1136227580,1757737581_000021,1757751351,10,40.8846588,-74.0068032,6.655,-4.094,-4.937,116.85
1757737581_000021__1136227580,1757737581_000021,1757751352,11,40.8847341,-74.0067,9.603,2.948,7.043,128.91
1757737581_000021__1136227580,1757737581_000021,1757751353,12,40.8848107,-74.0065986,8.788,-0.816,-3.764,140.97
1757737581_000021__1136227580,1757737581_000021,1757751354,13,40.8848922,-74.006504,10.405,1.618,2.433,153.02
1757737581_000021__1136227580,1757737581_000021,1757751355,14,40.8849821,-74.006424,8.767,-1.638,-3.256,165.07
1757737581_000021__1136227580,1757737581_000021,1757751356,15,40.8850767,-74.0063544,9.542,0.775,2.413,177.11
1757737581_000021__1136227580,1757737581_000021,1757751357,16,40.8851782,-74.0063045,10.304,0.761,-0.014,189.14
1757737581_000021__1136227580,1757737581_000021,1757751358,17,40.8852833,-74.006269,10.832,0.528,-0.233,201.2
1757737581_000021__1136227580,1757737581_000021,1757751359,18,40.8853902,-74.0062459,9.29,-1.542,-2.07,213.26
1757737581_000021__1136227580,1757737581_000021,1757751360,19,40.8854589,-74.0062005,10.324,1.035,2.577,221.78
1757737581_000021__1136227580,1757737581_000021,1757751361,20,40.8854214,-74.0060659,9.09,-1.234,-2.269,233.84
1757737581_000021__1136227580,1757737581_000021,1757751362,21,40.8853839,-74.0059313,9.686,0.596,1.83,245.9
1757737581_000021__1136227580,1757737581_000021,1757751363,22,40.8853454,-74.0057972,10.975,1.29,0.694,257.96
1757737581_000021__1136227580,1757737581_000021,1757751364,23,40.8853054,-74.0056639,9.812,-1.163,-2.453,270.02
1757737581_000021__1136227580,1757737581_000021,1757751365,24,40.8852647,-74.005531,10.093,0.281,1.444,282.08
1757737581_000021__1136227580,1757737581_000021,1757751366,25,40.885224,-74.005398,10.484,0.391,0.11,294.13
1757737014_000011__345151354,1757737014_000011,1757751397,0,40.7571,-73.966025,13.236,0.0,0.0,0.0
1757737014_000011__345151354,1757737014_000011,1757751398,1,40.7570474,-73.9659002,12.822,-0.414,-0.414,12.03
1757737014_000011__345151354,1757737014_000011,1757751399,2,40.7569947,-73.9657755,11.874,-0.948,-0.534,24.06
1757737014_000011__345151354,1757737014_000011,1757751400,3,40.756942,-73.9656507,11.306,-0.568,0.38,36.09
1757737014_000011__345151354,1757737014_000011,1757751401,4,40.7568893,-73.965526,14.092,2.786,3.354,48.12
1757737014_000011__345151354,1757737014_000011,1757751402,5,40.7568366,-73.9654013,10.201,-3.891,-6.677,60.15
1757737014_000011__345151354,1757737014_000011,1757751403,6,40.7567839,-73.9652766,11.966,1.765,5.656,72.18
1757737014_000011__345151354,1757737014_000011,1757751404,7,40.7567312,-73.9651518,11.749,-0.217,-1.982,84.21
1757737014_000011__345151354,1757737014_000011,1757751405,8,40.7566785,-73.9650271,10.477,-1.273,-1.056,96.24
1757737014_000011__345151354,1757737014_000011,1757751406,9,40.7566261,-73.9649022,11.059,0.582,1.854,108.27
1757737014_000011__345151354,1757737014_000011,1757751407,10,40.7565736,-73.9647772,10.647,-0.411,-0.993,120.3
1757737014_000011__345151354,1757737014_000011,1757751408,11,40.7565212,-73.9646523,11.637,0.99,1.401,132.33
1757737014_000011__345151354,1757737014_000011,1757751409,12,40.7564688,-73.9645274,10.264,-1.373,-2.363,144.36
1757737014_000011__345151354,1757737014_000011,1757751410,13,40.7564163,-73.9644025,12.036,1.771,3.144,156.38
1757737014_000011__345151354,1757737014_000011,1757751411,14,40.7564175,-73.9642979,11.218,-0.818,-2.589,165.19
1757737014_000011__345151354,1757737014_000011,1757751412,15,40.7565123,-73.964229,13.2,1.983,2.801,177.22
1757737014_000011__345151354,1757737014_000011,1757751413,16,40.756607,-73.9641601,11.911,-1.289,-3.272,189.25
1757737014_000011__345151354,1757737014_000011,1757751414,17,40.7567018,-73.9640912,11.668,-0.243,1.046,201.28
1757737014_000011__345151354,1757737014_000011,1757751415,18,40.7567965,-73.9640223,9.824,-1.844,-1.601,213.31
1757737014_000011__345151354,1757737014_000011,1757751416,19,40.7568913,-73.9639534,11.033,1.21,3.054,225.34
1757737014_000011__345151354,1757737014_000011,1757751417,20,40.7569861,-73.9638845,14.887,3.854,2.644,237.37
1757737014_000011__345151354,1757737014_000011,1757751418,21,40.7570816,-73.9638176,12.355,-2.532,-6.386,249.4
1757737014_000011__345151354,1757737014_000011,1757751419,22,40.7571762,-73.9637482,14.199,1.844,4.376,261.43
1757737014_000011__345151354,1757737014_000011,1757751420,23,40.7572709,-73.9636791,11.678,-2.522,-4.366,273.45
1757737014_000011__345151354,1757737014_000011,1757751421,24,40.7573666,-73.9636125,11.162,-0.516,2.006,285.48
1757737014_000011__345151354,1757737014_000011,1757751422,25,40.7574608,-73.9635424,14.117,2.955,3.471,297.51
1757737014_000011__345151354,1757737014_000011,1757751423,26,40.7575549,-73.963472,13.59,-0.528,-3.483,309.54
1757737014_000011__345151354,1757737014_000011,1757751424,27,40.7576497,-73.9634031,11.824,-1.766,-1.238,321.57
1757737014_000011__345151354,1757737014_000011,1757751425,28,40.7577447,-73.9633347,11.662,-0.161,1.605,333.6
1757737014_000011__345151354,1757737014_000011,1757751426,29,40.7578397,-73.9632665,10.007,-1.656,-1.494,345.63
1757737014_000011__345151354,1757737014_000011,1757751427,30,40.7579351,-73.9631991,5.963,-4.044,-2.388,357.66
1757737014_000011__345151354,1757737014_000011,1757751428,31,40.7580304,-73.9631314,12.134,6.171,10.214,369.69
1757737014_000011__345151354,1757737014_000011,1757751429,32,40.7581256,-73.9630636,15.646,3.512,-2.658,381.72
1757737014_000011__345151354,1757737014_000011,1757751430,33,40.7582208,-73.9629958,13.945,-1.702,-5.214,393.75
1757737014_000011__345151354,1757737014_000011,1757751431,34,40.758316,-73.962928,10.552,-3.393,-1.691,405.78
1757737581_000068__856843158,1757737581_000068,1757751449,0,40.761763,-73.900637,7.436,0.0,0.0,0.0
1757737581_000068__856843158,1757737581_000068,1757751450,1,40.76176,-73.900776,8.929,1.492,1.492,11.71
1757737581_000068__856843158,1757737581_000068,1757751451,2,40.7617798,-73.9009132,7.723,-1.206,-2.698,23.47
1757737581_000068__856843158,1757737581_000068,1757751452,3,40.7617995,-73.9010503,9.847,2.124,3.329,35.23
1757737581_000068__856843158,1757737581_000068,1757751453,4,40.7618193,-73.9011875,12.019,2.172,0.048,46.99
1757737581_000068__856843158,1757737581_000068,1757751454,5,40.7618372,-73.901325,9.017,-3.001,-5.173,58.74
1757737581_000068__856843158,1757737581_000068,1757751455,6,40.7618878,-73.9014414,7.455,-1.563,1.438,70.04
1757737581_000068__856843158,1757737581_000068,1757751456,7,40.761876,-73.9015686,8.84,1.385,2.948,80.84
1757737581_000068__856843158,1757737581_000068,1757751457,8,40.7618457,-73.9017024,5.301,-3.539,-4.924,92.6
1757737581_000068__856843158,1757737581_000068,1757751458,9,40.7618583,-73.9018023,10.927,5.626,9.165,101.13
1757737581_000068__856843158,1757737581_000068,1757751459,10,40.7619618,-73.901831,8.794,-2.133,-7.759,112.88
1757737581_000068__856843158,1757737581_000068,1757751460,11,40.7620653,-73.9018598,9.272,0.477,2.61,124.64
1757737581_000068__856843158,1757737581_000068,1757751461,12,40.7621688,-73.9018886,10.02,0.749,0.271,136.4
1757737581_000068__856843158,1757737581_000068,1757751462,13,40.7622715,-73.9019216,9.095,-0.926,-1.675,148.16
1757737581_000068__856843158,1757737581_000068,1757751463,14,40.7623736,-73.9019579,9.526,0.432,1.358,159.91
1757737581_000068__856843158,1757737581_000068,1757751464,15,40.7624745,-73.9019996,6.657,-2.869,-3.3,171.67
1757737581_000068__856843158,1757737581_000068,1757751465,16,40.7625754,-73.9020413,10.133,3.476,6.345,183.43
1757737581_000068__856843158,1757737581_000068,1757751466,17,40.7626763,-73.902083,9.001,-1.132,-4.608,195.19
1757737581_000068__856843158,1757737581_000068,1757751467,18,40.762777,-73.9021259,10.094,1.093,2.225,206.94
1757737581_000068__856843158,1757737581_000068,1757751468,19,40.762878,-73.902167,8.809,-1.285,-2.378,218.7
1757737014_000004__833925005,1757737014_000004,1757751522,0,40.81461,-74.02367,14.458,0.0,0.0,0.0
1757737014_000004__833925005,1757737014_000004,1757751523,1,40.8145152,-74.0237418,15.69,1.231,1.231,12.16
1757737014_000004__833925005,1757737014_000004,1757751524,2,40.8144203,-74.0238137,12.696,-2.994,-4.225,24.31
1757737014_000004__833925005,1757737014_000004,1757751525,3,40.8143255,-74.0238855,17.049,4.354,7.348,36.47
1757737014_000004__833925005,1757737014_000004,1757751526,4,40.8142306,-74.0239573,12.512,-4.538,-8.891,48.62
1757737014_000004__833925005,1757737014_000004,1757751527,5,40.8141358,-74.0240291,12.668,0.156,4.694,60.78
1757737014_000004__833925005,1757737014_000004,1757751528,6,40.8140406,-74.0241001,17.219,4.551,4.395,72.93
1757737014_000004__833925005,1757737014_000004,1757751529,7,40.8139415,-74.024161,14.309,-2.91,-7.462,85.08
1757737014_000004__833925005,1757737014_000004,1757751530,8,40.8138421,-74.024221,14.828,0.519,3.43,97.24
1757737014_000004__833925005,1757737014_000004,1757751531,9,40.8137426,-74.024281,12.447,-2.381,-2.9,109.39
1757737014_000004__833925005,1757737014_000004,1757751532,10,40.8136432,-74.024341,15.122,2.675,5.056,121.55
1757737014_000004__833925005,1757737014_000004,1757751533,11,40.8135438,-74.024401,13.7,-1.423,-4.098,133.7
1757737014_000004__833925005,1757737014_000004,1757751534,12,40.8134443,-74.024461,14.534,0.834,2.257,145.86
1757737014_000004__833925005,1757737014_000004,1757751535,13,40.8133449,-74.024521,13.94,-0.593,-1.427,158.02
1757737014_000004__833925005,1757737014_000004,1757751536,14,40.8132454,-74.024581,11.826,-2.114,-1.521,170.17
1757737014_000004__833925005,1757737014_000004,1757751537,15,40.8131694,-74.0245503,15.936,4.11,6.224,179.01
1757737014_000004__833925005,1757737014_000004,1757751538,16,40.8131184,-74.0244226,15.379,-0.557,-4.667,191.17
1757737014_000004__833925005,1757737014_000004,1757751539,17,40.8130674,-74.0242948,16.232,0.853,1.41,203.32
1757737014_000004__833925005,1757737014_000004,1757751540,18,40.8130164,-74.0241671,17.316,1.085,0.232,215.48
1757737014_000004__833925005,1757737014_000004,1757751541,19,40.8129654,-74.0240393,13.768,-3.548,-4.633,227.63
1757737014_000004__833925005,1757737014_000004,1757751542,20,40.8129144,-74.0239116,12.827,-0.941,2.608,239.79
1757737014_000004__833925005,1757737014_000004,1757751543,21,40.8128478,-74.0238152,16.687,3.86,4.8,250.77
1757737014_000004__833925005,1757737014_000004,1757751544,22,40.8127613,-74.0237572,19.623,2.936,-0.923,261.56
1757737014_000004__833925005,1757737014_000004,1757751545,23,40.8127004,-74.0236373,13.323,-6.3,-9.236,273.71
1757737014_000004__833925005,1757737014_000004,1757751546,24,40.8126392,-74.0235176,15.572,2.249,8.55,285.87
1757737014_000004__833925005,1757737014_000004,1757751547,25,40.812578,-74.0233979,16.225,0.653,-1.596,298.02
1757737014_000004__833925005,1757737014_000004,1757751548,26,40.8125168,-74.0232783,17.282,1.056,0.403,310.18
1757737014_000004__833925005,1757737014_000004,1757751549,27,40.8124556,-74.0231586,15.323,-1.959,-3.015,322.33
1757737014_000004__833925005,1757737014_000004,1757751550,28,40.8123949,-74.0230386,14.748,-0.575,1.384,334.48
1757737014_000004__833925005,1757737014_000004,1757751551,29,40.8123505,-74.0229066,14.928,0.18,0.754,346.64
1757737014_000004__833925005,1757737014_000004,1757751552,30,40.8123061,-74.0227746,13.01,-1.918,-2.097,358.79
1757737014_000004__833925005,1757737014_000004,1757751553,31,40.8123013,-74.022662,15.856,2.846,4.764,368.28
1757737014_000004__833925005,1757737014_000004,1757751554,32,40.8124001,-74.0226002,14.801,-1.055,-3.901,380.44
1757737014_000004__833925005,1757737014_000004,1757751555,33,40.8124734,-74.0226787,13.956,-0.845,0.209,390.93
1757737014_000004__833925005,1757737014_000004,1757751556,34,40.8125727,-74.0226182,16.763,2.808,3.653,403.09
1757737014_000004__833925005,1757737014_000004,1757751557,35,40.8126719,-74.0225577,15.963,-0.801,-3.608,415.24
1757737014_000004__833925005,1757737014_000004,1757751558,36,40.8127624,-74.0224927,12.751,-3.212,-2.412,426.7
1757737014_000004__833925005,1757737014_000004,1757751559,37,40.812721,-74.022359,14.152,1.402,4.614,438.85
1757737581_000083__991828343,1757737581_000083,1757751582,0,40.784843,-73.979354,12.0,0.0,0.0,0.0
1757737581_000083__991828343,1757737581_000083,1757751583,1,40.7847508,-73.9794242,10.581,-1.419,-1.419,11.84
1757737581_000083__991828343,1757737581_000083,1757751584,2,40.7846585,-73.9794942,9.128,-1.453,-0.033,23.67
1757737581_000083__991828343,1757737581_000083,1757751585,3,40.7845673,-73.9795567,11.229,2.1,3.553,35.09
1757737581_000083__991828343,1757737581_000083,1757751586,4,40.7845179,-73.9794322,9.407,-1.821,-3.922,46.93
1757737581_000083__991828343,1757737581_000083,1757751587,5,40.7845556,-73.9793467,10.143,0.736,2.557,55.26
1757737581_000083__991828343,1757737581_000083,1757751588,6,40.784648,-73.9792768,10.449,0.306,-0.43,67.1
1757737581_000083__991828343,1757737581_000083,1757751589,7,40.7847402,-73.9792065,10.533,0.084,-0.222,78.93
1757737581_000083__991828343,1757737581_000083,1757751590,8,40.7848323,-73.9791362,10.298,-0.235,-0.319,90.77
1757737581_000083__991828343,1757737581_000083,1757751591,9,40.784925,-73.9790672,12.283,1.986,2.221,102.6
1757737581_000083__991828343,1757737581_000083,1757751592,10,40.7850181,-73.9789988,11.919,-0.365,-2.35,114.44
1757737581_000083__991828343,1757737581_000083,1757751593,11,40.7851111,-73.9789305,11.749,-0.17,0.195,126.27
1757737581_000083__991828343,1757737581_000083,1757751594,12,40.7851709,-73.979025,11.541,-0.207,-0.037,136.64
1757737581_000083__991828343,1757737581_000083,1757751595,13,40.785224,-73.9791468,10.236,-1.305,-1.098,148.48
1757737581_000083__991828343,1757737581_000083,1757751596,14,40.7852754,-73.9792699,9.781,-0.455,0.85,160.31
1757737581_000083__991828343,1757737581_000083,1757751597,15,40.785327,-73.9793929,13.571,3.79,4.245,172.15
1757737581_000083__991828343,1757737581_000083,1757751598,16,40.7853786,-73.9795158,14.913,1.342,-2.448,183.99
1757737581_000083__991828343,1757737581_000083,1757751599,17,40.7854302,-73.9796388,12.899,-2.014,-3.356,195.82
1757737581_000083__991828343,1757737581_000083,1757751600,18,40.7854818,-73.9797617,10.549,-2.35,-0.336,207.66
1757737581_000083__991828343,1757737581_000083,1757751601,19,40.7855334,-73.9798847,12.653,2.104,4.454,219.49
1757737581_000083__991828343,1757737581_000083,1757751602,20,40.7855854,-73.9800073,13.625,0.972,-1.132,231.33
1757737581_000083__991828343,1757737581_000083,1757751603,21,40.7856414,-73.9801269,11.409,-2.216,-3.188,243.16
1757737581_000083__991828343,1757737581_000083,1757751604,22,40.7856946,-73.9802486,10.152,-1.257,0.96,255.0
1757737581_000083__991828343,1757737581_000083,1757751605,23,40.7857452,-73.9803723,12.394,2.242,3.498,266.83
1757737581_000083__991828343,1757737581_000083,1757751606,24,40.7857946,-73.9804968,12.478,0.084,-2.158,278.67
1757737581_000083__991828343,1757737581_000083,1757751607,25,40.785844,-73.9806213,9.446,-3.032,-3.117,290.5
1757737581_000083__991828343,1757737581_000083,1757751608,26,40.7858945,-73.980745,9.593,0.147,3.18,302.34
1757737581_000083__991828343,1757737581_000083,1757751609,27,40.7859466,-73.9808676,13.054,3.461,3.313,314.17
1757737581_000083__991828343,1757737581_000083,1757751610,28,40.7859987,-73.9809902,12.811,-0.243,-3.704,326.01
1757737581_000083__991828343,1757737581_000083,1757751611,29,40.7860508,-73.9811128,13.271,0.46,0.703,337.84
1757737581_000083__991828343,1757737581_000083,1757751612,30,40.7861029,-73.9812354,12.86,-0.412,-0.872,349.68
1757737581_000083__991828343,1757737581_000083,1757751613,31,40.786155,-73.981358,12.655,-0.205,0.207,361.52
1757737581_000092__1361625770,1757737581_000092,1757751624,0,40.827519,-73.82958,10.438,0.0,0.0,0.0
1757737581_000092__1361625770,1757737581_000092,1757751625,1,40.8275761,-73.829463,10.593,0.154,0.154,11.71
1757737581_000092__1361625770,1757737581_000092,1757751626,2,40.8276332,-73.8293461,10.809,0.216,0.062,23.42
1757737581_000092__1361625770,1757737581_000092,1757751627,3,40.8276903,-73.8292292,9.625,-1.184,-1.4,35.13
1757737581_000092__1361625770,1757737581_000092,1757751628,4,40.8277475,-73.8291123,9.32,-0.305,0.879,46.84
1757737581_000092__1361625770,1757737581_000092,1757751629,5,40.8278047,-73.8289954,9.515,0.195,0.5,58.55
1757737581_000092__1361625770,1757737581_000092,1757751630,6,40.8278618,-73.8288785,13.842,4.326,4.131,70.26
1757737581_000092__1361625770,1757737581_000092,1757751631,7,40.827919,-73.8287616,13.689,-0.152,-4.479,81.97
1757737581_000092__1361625770,1757737581_000092,1757751632,8,40.8279762,-73.8286448,10.179,-3.51,-3.357,93.68
1757737581_000092__1361625770,1757737581_000092,1757751633,9,40.8280335,-73.828528,10.408,0.229,3.739,105.39
1757737581_000092__1361625770,1757737581_000092,1757751634,10,40.8280916,-73.8284119,9.687,-0.721,-0.95,117.1
1757737581_000092__1361625770,1757737581_000092,1757751635,11,40.8281516,-73.8282976,7.764,-1.924,-1.203,128.81
1757737581_000092__1361625770,1757737581_000092,1757751636,12,40.8282208,-73.8281928,9.976,2.212,4.136,140.51
1757737581_000092__1361625770,1757737581_000092,1757751637,13,40.8282918,-73.82809,10.384,0.409,-1.803,152.22
1757737581_000092__1361625770,1757737581_000092,1757751638,14,40.8283568,-73.8279807,9.954,-0.43,-0.839,163.92
1757737581_000092__1361625770,1757737581_000092,1757751639,15,40.8284173,-73.8278668,10.697,0.743,1.173,175.63
1757737581_000092__1361625770,1757737581_000092,1757751640,16,40.828488,-73.8278212,8.537,-2.16,-2.903,184.37
1757737581_000092__1361625770,1757737581_000092,1757751641,17,40.8285765,-73.8278966,12.615,4.078,6.239,196.08
1757737581_000092__1361625770,1757737581_000092,1757751642,18,40.828665,-73.827972,10.412,-2.204,-6.282,207.79
1757737581_000026__573239078,1757737581_000026,1757751653,0,40.848601,-74.009542,11.635,0.0,0.0,0.0
1757737581_000026__573239078,1757737581_000026,1757751654,1,40.8486903,-74.0094662,9.491,-2.145,-2.145,11.8
1757737581_000026__573239078,1757737581_000026,1757751655,2,40.8487719,-74.0093716,10.647,1.157,3.301,23.87
1757737581_000026__573239078,1757737581_000026,1757751656,3,40.8488445,-74.0092699,8.672,-1.976,-3.132,35.63
1757737581_000026__573239078,1757737581_000026,1757751657,4,40.84895,-74.0092357,14.139,5.467,7.443,47.7
1757737581_000026__573239078,1757737581_000026,1757751658,5,40.8490554,-74.0092015,12.057,-2.082,-7.55,59.77
1757737581_000026__573239078,1757737581_000026,1757751659,6,40.8491608,-74.0091674,9.522,-2.534,-0.452,71.84
1757737581_000026__573239078,1757737581_000026,1757751660,7,40.8492623,-74.0091214,9.954,0.432,2.966,83.78
1757737581_000026__573239078,1757737581_000026,1757751661,8,40.8493526,-74.0090417,9.642,-0.312,-0.744,95.85
1757737581_000026__573239078,1757737581_000026,1757751662,9,40.8494429,-74.008962,14.363,4.721,5.033,107.92
1757737581_000026__573239078,1757737581_000026,1757751663,10,40.8495332,-74.0088823,12.177,-2.186,-6.907,119.99
1757737581_000026__573239078,1757737581_000026,1757751664,11,40.8496235,-74.0088026,11.157,-1.021,1.165,132.06
1757737581_000026__573239078,1757737581_000026,1757751665,12,40.8497138,-74.0087229,10.636,-0.521,0.5,144.14
1757737581_000026__573239078,1757737581_000026,1757751666,13,40.8498041,-74.0086432,10.739,0.103,0.624,156.21
1757737581_000026__573239078,1757737581_000026,1757751667,14,40.8498944,-74.0085635,13.307,2.568,2.465,168.28
1757737581_000026__573239078,1757737581_000026,1757751668,15,40.8499844,-74.0084833,11.55,-1.757,-4.325,180.35
1757737581_000026__573239078,1757737581_000026,1757751669,16,40.8500742,-74.0084027,11.348,-0.202,1.555,192.42
1757737581_000026__573239078,1757737581_000026,1757751670,17,40.850164,-74.008322,9.456,-1.892,-1.69,204.49
1757737581_000075__581736068,1757737581_000075,1757751727,0,40.843786,-73.914006,9.397,0.0,0.0,0.0
1757737581_000075__581736068,1757737581_000075,1757751728,1,40.8438817,-73.9139365,9.499,0.102,0.102,12.14
1757737581_000075__581736068,1757737581_000075,1757751729,2,40.8439775,-73.913867,9.196,-0.303,-0.405,24.29
1757737581_000075__581736068,1757737581_000075,1757751730,3,40.8439334,-73.9137438,8.95,-0.246,0.058,35.75
1757737581_000075__581736068,1757737581_000075,1757751731,4,40.8438808,-73.9136173,7.98,-0.971,-0.725,47.9
1757737581_000075__581736068,1757737581_000075,1757751732,5,40.8438224,-73.9134955,8.257,0.277,1.248,60.02
1757737581_000075__581736068,1757737581_000075,1757751733,6,40.8437583,-73.9133787,8.49,0.233,-0.044,72.17
1757737581_000075__581736068,1757737581_000075,1757751734,7,40.8436941,-73.9132619,3.156,-5.333,-5.567,84.31
1757737581_000075__581736068,1757737581_000075,1757751735,8,40.8436299,-73.9131451,9.074,5.917,11.251,96.46
1757737581_000075__581736068,1757737581_000075,1757751736,9,40.8435693,-73.9130252,9.591,0.517,-5.401,108.59
1757737581_000075__581736068,1757737581_000075,1757751737,10,40.8435136,-73.9129009,8.651,-0.94,-1.456,120.73
1757737581_000075__581736068,1757737581_000075,1757751738,11,40.8434592,-73.9127758,9.494,0.843,1.783,132.88
1757737581_000075__581736068,1757737581_000075,1757751739,12,40.8434065,-73.9126493,9.89,0.396,-0.447,145.02
1757737581_000075__581736068,1757737581_000075,1757751740,13,40.8433537,-73.9125229,8.023,-1.867,-2.263,157.17
1757737581_000075__581736068,1757737581_000075,1757751741,14,40.843301,-73.9123965,10.329,2.306,4.173,169.31
1757737581_000075__581736068,1757737581_000075,1757751742,15,40.8432481,-73.9122701,15.336,5.007,2.701,181.46
1757737581_000075__581736068,1757737581_000075,1757751743,16,40.8431906,-73.9121474,9.351,-5.986,-10.993,193.6
1757737581_000075__581736068,1757737581_000075,1757751744,17,40.8431325,-73.9120277,10.784,1.433,7.419,205.56
1757737581_000075__581736068,1757737581_000075,1757751745,18,40.8430257,-73.9120574,9.766,-1.018,-2.452,217.71
1757737581_000075__581736068,1757737581_000075,1757751746,19,40.8429195,-73.9120914,9.261,-0.505,0.513,229.85
1757737581_000075__581736068,1757737581_000075,1757751747,20,40.8428134,-73.9121259,7.872,-1.388,-0.883,242.0
1757737581_000075__581736068,1757737581_000075,1757751748,21,40.8427075,-73.9121612,7.997,0.124,1.513,254.14
1757737581_000075__581736068,1757737581_000075,1757751749,22,40.8426016,-73.9121965,10.204,2.208,2.083,266.29
1757737581_000075__581736068,1757737581_000075,1757751750,23,40.8424957,-73.9122318,7.468,-2.736,-4.944,278.43
1757737581_000075__581736068,1757737581_000075,1757751751,24,40.84239,-73.912268,7.564,0.096,2.832,290.58
1757737581_000062__2114356294,1757737581_000062,1757751807,0,40.8242,-73.900379,11.269,0.0,0.0,0.0
1757737581_000062__2114356294,1757737581_000062,1757751808,1,40.8242323,-73.9005141,13.257,1.987,1.987,11.92
1757737581_000062__2114356294,1757737581_000062,1757751809,2,40.8242646,-73.9006492,12.085,-1.172,-3.159,23.84
1757737581_000062__2114356294,1757737581_000062,1757751810,3,40.8242969,-73.9007843,14.75,2.665,3.837,35.76
1757737581_000062__2114356294,1757737581_000062,1757751811,4,40.8243302,-73.900919,13.967,-0.783,-3.448,47.69
1757737581_000062__2114356294,1757737581_000062,1757751812,5,40.8243635,-73.9010536,11.638,-2.329,-1.546,59.61
1757737581_000062__2114356294,1757737581_000062,1757751813,6,40.8244006,-73.9011787,15.291,3.653,5.982,70.91
1757737581_000062__2114356294,1757737581_000062,1757751814,7,40.8245028,-73.9011363,11.388,-3.903,-7.557,82.83
1757737581_000062__2114356294,1757737581_000062,1757751815,8,40.8246051,-73.9010939,14.804,3.416,7.319,94.75
1757737581_000062__2114356294,1757737581_000062,1757751816,9,40.8247074,-73.9010515,14.564,-0.24,-3.656,106.67
1757737581_000062__2114356294,1757737581_000062,1757751817,10,40.8248097,-73.9010091,14.568,0.004,0.244,118.59
1757737581_000062__2114356294,1757737581_000062,1757751818,11,40.824912,-73.9009666,14.965,0.396,0.392,130.52
1757737581_000062__2114356294,1757737581_000062,1757751819,12,40.8250143,-73.9009242,15.433,0.468,0.072,142.44
